Parcel Unit,Parcel Number,Landlord License Year,Parcel Address,Latitude,Longitude,Location,Parcel City,Location (state),Location (zip),Zip Code Boundaries,2010 Census Tracts,Commission Districts,Gainesville Police Districts,Florida Census Zip Codes
08277-000-000-1,08277-000-000,2019,03204 NW 10TH  ST,29.682251,-82.33496,POINT (-82.33496 29.682251),GAINESVILLE,FL,32609,4,3,2,4,766
06076-053-036-1,06076-053-036,2019,02484 FOREST  WAY,29.694765,-82.358438,POINT (-82.358438 29.694765000000004),GAINESVILLE,FL,32605,5,18,2,7,770
10574-003-000-1,10574-003-000,2019,01325 NE 12TH  TER,29.664577,-82.309336,POINT (-82.309336 29.664577),GAINESVILLE,FL,32601,1,13,4,2,772
15600-020-000-1,15600-020-000,2019,01079 SW 11TH  TER,29.640818,-82.336994,POINT (-82.336994 29.640817999999996),GAINESVILLE,FL,32601,1,11,1,1,772
11433-000-000-1,11433-000-000,2019,01435 NE 4TH  AVE,29.654745,-82.306071,POINT (-82.306071 29.654745),GAINESVILLE,FL,32641,9,14,1,2,1082
10391-000-000-1,10391-000-000,2019,00627 NE 11TH  AVE,29.662213,-82.317886,POINT (-82.317886 29.662213000000005),GAINESVILLE,FL,32601,1,13,4,2,772
06017-013-041-1,06017-013-041,2019,03749 NW 56TH  PL,29.706486,-82.380029,POINT (-82.380029 29.706486),GAINESVILLE,FL,32653,10,37,2,5,1079
06014-020-063-1,06014-020-063,2019,05515 NW 28TH  TER,29.705392,-82.364587,POINT (-82.364587 29.705392),GAINESVILLE,FL,32653,10,37,2,7,1079
06449-038-000-1,06449-038-000,2019,00302 NW 27TH  TER,29.654191,-82.363652,POINT (-82.363652 29.654191),GAINESVILLE,FL,32607,7,16,3,6,768
06076-201-020-1,06076-201-020,2019,04810 NW 27TH  TER,29.699071,-82.363158,POINT (-82.363158 29.699071),GAINESVILLE,FL,32605,5,18,2,7,770
12582-023-000-1,12582-023-000,2019,00730 NE 5TH  AVE,29.655661,-82.316503,POINT (-82.316503 29.655661),GAINESVILLE,FL,32601,1,13,4,2,772
10517-002-000-1,10517-002-000,2019,01604 NE 9TH  ST,29.666816,-82.31479,POINT (-82.31479 29.666815999999997),GAINESVILLE,FL,32609,4,12,2,2,766
10419-001-000-1,10419-001-000,2019,00714 NE 12TH  AVE,29.662924,-82.316876,POINT (-82.316876 29.662924000000004),GAINESVILLE,FL,32601,1,13,4,2,772
06014-023-062-1,06014-023-062,2019,05931 NW 26TH  ST,29.709376,-82.360999,POINT (-82.360999 29.709376),GAINESVILLE,FL,32653,10,37,2,7,1079
06006-067-242-1,06006-067-242,2019,04916 NW 80TH  RD,29.727847,-82.395167,POINT (-82.395167 29.727847),GAINESVILLE,FL,32653,10,40,2,5,1079
06391-063-000-1,06391-063-000,2019,04104 NW 18TH  PL,29.669366,-82.386912,POINT (-82.386912 29.669366),GAINESVILLE,FL,32605,5,35,3,6,770
07933-007-000-1,07933-007-000,2019,01814 NW 39TH  AVE,29.688519,-82.346364,POINT (-82.346364 29.688519),GAINESVILLE,FL,32605,5,9,2,4,770
06400-052-000-1,06400-052-000,2019,01015 NW 34TH  TER,29.662274,-82.373359,POINT (-82.373359 29.662274000000004),GAINESVILLE,FL,32605,5,35,3,6,770
06108-009-004-1,06108-009-004,2019,04003 NW 23RD  CIR,29.676757,-82.382553,POINT (-82.38255300000002 29.676757),GAINESVILLE,FL,32606,5,8,3,6,770
07915-003-011-1,07915-003-011,2019,04214 NW 20TH  ST,29.692614,-82.348969,POINT (-82.348969 29.692613999999995),GAINESVILLE,FL,32605,5,9,2,4,770
09005-005-000-1,09005-005-000,2019,02840 NW 23RD  BLVD,29.679338,-82.350063,POINT (-82.350063 29.679338),GAINESVILLE,FL,32605,5,8,2,4,770
08201-094-000-1,08201-094-000,2019,02403 NE 11TH  TER,29.674799,-82.311317,POINT (-82.311317 29.674799),GAINESVILLE,FL,32609,4,12,2,2,766
06076-500-071-1,06076-500-071,2019,02712 NW 51ST  PL,29.701272,-82.36246,POINT (-82.36246 29.701272000000003),GAINESVILLE,FL,32605,5,18,2,7,770
06438-009-000-1,06438-009-000,2019,01401 NW 25TH  TER,29.665277,-82.361063,POINT (-82.36106300000002 29.665277),GAINESVILLE,FL,32605,5,16,3,6,770
09452-000-000-1,09452-000-000,2019,00625 NW 10TH  AVE,29.661157,-82.33181,POINT (-82.33181 29.661157),GAINESVILLE,FL,32601,1,2,4,1,772
16116-100-005-1,16116-100-005,2019,00909 SE 20TH  ST,29.643599,-82.298531,POINT (-82.298531 29.643599000000002),GAINESVILLE,FL,32641,9,5,1,2,1082
08201-104-000-1,08201-104-000,2019,02322 NE 10TH  TER,29.674576,-82.313044,POINT (-82.313044 29.674576000000002),GAINESVILLE,FL,32609,4,12,2,2,766
08231-003-007-1,08231-003-007,2019,01344 NE 32ND  AVE,29.682953,-82.307991,POINT (-82.307991 29.682953),GAINESVILLE,FL,32609,4,12,1,2,766
16107-600-028-1,16107-600-028,2019,01409 SE 19TH  TER,29.637901,-82.299436,POINT (-82.299436 29.637901000000003),GAINESVILLE,FL,32641,9,5,1,2,1082
10617-022-000-1,10617-022-000,2019,01404 NE 20TH  AVE,29.670695,-82.307381,POINT (-82.307381 29.670695),GAINESVILLE,FL,32609,4,12,1,2,766
06466-031-000-1,06466-031-000,2019,00201 NW 28TH  TER,29.654147,-82.365492,POINT (-82.365492 29.654147),GAINESVILLE,FL,32607,7,16,3,6,768
15122-000-000-1,15122-000-000,2014,00016 NW 22ND  DR,29.652622,-82.355139,POINT (-82.355139 29.652622),GAINESVILLE,FL,32603,3,16,4,6,771
16107-600-039-1,16107-600-039,2019,01800 SE 14TH  AVE,29.638115,-82.30089,POINT (-82.30089000000001 29.638114999999996),GAINESVILLE,FL,32641,9,5,1,2,1082
14529-000-000-1,14529-000-000,2019,00413 NW 3RD  AVE,29.65391,-82.329226,POINT (-82.329226 29.653910000000003),GAINESVILLE,FL,32601,1,1,1,1,772
14228-000-000-1,14228-000-000,2019,228 NW 4TH  AVE,29.654692,-82.327664,POINT (-82.32766400000001 29.654692000000004),GAINESVILLE,FL,32601,1,1,1,1,772
14228-000-000-2,14228-000-000,2019,228 NW 4TH  AVE,29.654692,-82.327664,POINT (-82.32766400000001 29.654692000000004),GAINESVILLE,FL,32601,1,1,1,1,772
14228-000-000-3,14228-000-000,2019,228 NW 4TH  AVE,29.654692,-82.327664,POINT (-82.32766400000001 29.654692000000004),GAINESVILLE,FL,32601,1,1,1,1,772
14233-000-000-1,14233-000-000,2019,00236 NW 4TH  AVE,29.654692,-82.327796,POINT (-82.327796 29.654692000000004),GAINESVILLE,FL,32601,1,1,1,1,772
14372-000-000-1,14372-000-000,2019,00313 NW 7TH  AVE,29.657888,-82.328354,POINT (-82.328354 29.657888),GAINESVILLE,FL,32601,1,1,1,1,772
14390-000-000-1,14390-000-000,2019,702 NW 3RD  ST,29.658084,-82.327936,POINT (-82.327936 29.658084),GAINESVILLE,FL,32601,1,1,1,1,772
14390-000-000-2,14390-000-000,2019,702 NW 3RD  ST,29.658084,-82.327936,POINT (-82.327936 29.658084),GAINESVILLE,FL,32601,1,1,1,1,772
14390-000-000-3,14390-000-000,2019,702 NW 3RD  ST,29.658084,-82.327936,POINT (-82.327936 29.658084),GAINESVILLE,FL,32601,1,1,1,1,772
13755-000-000-1,13755-000-000,2019,00419 NW 10TH  ST,29.655149,-82.334999,POINT (-82.334999 29.655149000000005),GAINESVILLE,FL,32601,1,1,1,1,772
08992-030-032-1,08992-030-032,2019,03425 NW 22ND  DR,29.684678,-82.354366,POINT (-82.354366 29.684678000000005),GAINESVILLE,FL,32605,5,18,2,7,770
06579-054-054-1,06579-054-054,2019,00306 NW 50TH  BLVD,29.655334,-82.39648,POINT (-82.39648 29.655333999999996),GAINESVILLE,FL,32607,7,33,3,6,768
06449-035-000-1,06449-035-000,2019,00212 NW 27TH  TER,29.653787,-82.363657,POINT (-82.363657 29.653787),GAINESVILLE,FL,32607,7,16,3,6,768
06017-013-033-1,06017-013-033,2019,03744 NW 56TH  PL,29.706486,-82.379919,POINT (-82.379919 29.706486),GAINESVILLE,FL,32653,10,37,2,5,1079
10287-001-000-1,10287-001-000,2019,01205 NE 5TH  ST,29.662923,-82.320453,POINT (-82.320453 29.662923),GAINESVILLE,FL,32601,1,13,4,2,772
06076-400-025-1,06076-400-025,2019,02542 NW 51ST  PL,29.701257,-82.360491,POINT (-82.360491 29.701257),GAINESVILLE,FL,32605,5,18,2,7,770
15448-000-000-1,15448-000-000,2019,02034 NW 7TH  LN,29.658157,-82.350496,POINT (-82.350496 29.658157000000003),GAINESVILLE,FL,32603,3,16,4,6,771
10382-003-000-1,10382-003-000,2014,00806 NE 7TH  ST,29.659604,-82.317401,POINT (-82.317401 29.659604000000005),GAINESVILLE,FL,32601,1,13,4,2,772
06431-050-001-1,06431-050-001,2019,03104 NW 21ST  AVE,29.671561,-82.369006,POINT (-82.369006 29.671561),GAINESVILLE,FL,32605,5,8,2,7,770
16106-124-000-1,16106-124-000,2019,01227 SE 17TH  TER,29.639323,-82.302923,POINT (-82.302923 29.639323),GAINESVILLE,FL,32641,9,5,1,1,1082
06386-010-061-1,06386-010-061,2019,00824 NW 42ND  TER,29.660311,-82.387971,POINT (-82.387971 29.660311),GAINESVILLE,FL,32605,5,35,3,6,770
08416-000-000-1,08416-000-000,2019,00536 NW 31ST  AVE,29.6807,-82.329214,POINT (-82.329214 29.680699999999998),GAINESVILLE,FL,32609,4,3,2,4,766
06401-022-000-1,06401-022-000,2019,00801 NW 37TH  DR,29.659843,-82.380063,POINT (-82.380063 29.659842999999995),GAINESVILLE,FL,32605,5,35,3,6,770
06481-044-000-1,06481-044-000,2019,00217 NW 34TH  DR,29.653867,-82.374039,POINT (-82.374039 29.653867000000005),GAINESVILLE,FL,32607,7,27,3,6,768
06483-009-000-1,06483-009-000,2019,00607 NW 34TH  ST,29.656779,-82.3724,POINT (-82.3724 29.656779),GAINESVILLE,FL,32607,7,16,3,6,768
06483-010-000-1,06483-010-000,2019,00601 NW 34TH  ST,29.656555,-82.3724,POINT (-82.3724 29.656555000000004),GAINESVILLE,FL,32607,7,16,3,6,768
06484-013-000-1,06484-013-000,2019,00631 NW 36TH  TER,29.657442,-82.377431,POINT (-82.377431 29.657442),GAINESVILLE,FL,32607,7,27,3,6,768
06484-034-000-1,06484-034-000,2019,00538 NW 36TH  TER,29.656215,-82.377446,POINT (-82.377446 29.656215000000003),GAINESVILLE,FL,32607,7,27,3,6,768
06484-045-000-1,06484-045-000,2019,00517 NW 36TH  DR,29.655694,-82.378218,POINT (-82.378218 29.655694000000004),GAINESVILLE,FL,32607,7,27,3,6,768
06484-046-000-1,06484-046-000,2019,00518 NW 36TH  DR,29.655681,-82.378218,POINT (-82.378218 29.655681),GAINESVILLE,FL,32607,7,27,3,6,768
08640-000-000-1,08640-000-000,2019,00938 NW 24TH  AVE,29.674837,-82.3347,POINT (-82.3347 29.674837000000004),GAINESVILLE,FL,32609,4,3,2,4,766
08685-000-000-1,08685-000-000,2019,00807 NW 24TH  AVE,29.674824,-82.333219,POINT (-82.333219 29.674824),GAINESVILLE,FL,32609,4,3,2,4,766
08202-047-000-1,08202-047-000,2019,02940 NE 10TH  DR,29.680123,-82.312966,POINT (-82.312966 29.680123000000002),GAINESVILLE,FL,32609,4,12,1,2,766
06007-124-011-1,06007-124-011,2014,07128 NW 52ND  TER,29.720266,-82.398483,POINT (-82.398483 29.720266),GAINESVILLE,FL,32653,10,40,2,5,1079
10570-005-000-1,10570-005-000,2019,01017 NE 15TH  PL,29.665571,-82.312952,POINT (-82.312952 29.665571),GAINESVILLE,FL,32601,1,13,4,2,772
10246-023-000-1,10246-023-000,2019,02114 NE 7TH  ST,29.672081,-82.317389,POINT (-82.31738900000002 29.672080999999995),GAINESVILLE,FL,32609,4,12,2,2,766
06456-003-000-1,06456-003-000,2019,00108 NW 26TH  ST,29.652912,-82.361592,POINT (-82.361592 29.652912),GAINESVILLE,FL,32607,7,16,3,6,768
06006-065-119-1,06006-065-119,2019,04840 NW 78TH  RD,29.726311,-82.394791,POINT (-82.394791 29.726311000000003),GAINESVILLE,FL,32653,10,40,2,5,1079
06091-020-053-1,06091-020-053,2019,03542 NW 25TH  TER,29.685219,-82.359413,POINT (-82.35941300000002 29.685219),GAINESVILLE,FL,32605,5,18,2,7,770
07915-003-023-1,07915-003-023,2019,01936 NW 42ND  PL,29.692904,-82.34825,POINT (-82.34825 29.692904),GAINESVILLE,FL,32605,5,9,2,4,770
08550-000-000-1,08550-000-000,2019,00826 NW 32ND  PL,29.682573,-82.333556,POINT (-82.333556 29.682573),GAINESVILLE,FL,32609,4,3,2,4,766
14449-002-000-1,14449-002-000,2019,00425 NW 6TH  PL,29.657118,-82.329349,POINT (-82.329349 29.657118000000004),GAINESVILLE,FL,32601,1,1,1,1,772
15728-002-000-1,15728-002-000,2019,00929 SE 9TH  AVE,29.64337,-82.31418,POINT (-82.31418 29.64337),GAINESVILLE,FL,32601,1,5,1,1,772
06461-016-000-1,06461-016-000,2019,03131 SW 1ST  AVE,29.651393,-82.369473,POINT (-82.369473 29.651393),GAINESVILLE,FL,32607,7,16,3,6,768
08197-004-017-1,08197-004-017,2019,03015 NE 17TH  TER,29.681183,-82.302116,POINT (-82.302116 29.681183),GAINESVILLE,FL,32609,4,12,1,2,766
10733-026-000-1,10733-026-000,2019,00908 NE 19TH  TER,29.660467,-82.299858,POINT (-82.299858 29.660467),GAINESVILLE,FL,32641,9,14,1,2,1082
10603-024-000-1,10603-024-000,2019,01122 NE 22ND  AVE,29.673021,-82.310977,POINT (-82.310977 29.673021),GAINESVILLE,FL,32609,4,12,2,2,766
08201-072-000-1,08201-072-000,2019,02502 NE 10TH  TER,29.675488,-82.313041,POINT (-82.313041 29.675488),GAINESVILLE,FL,32609,4,12,2,2,766
11032-000-000-1,11032-000-000,2019,01503 NE 6TH  PL,29.65743,-82.305683,POINT (-82.305683 29.65743),GAINESVILLE,FL,32641,9,14,1,2,1082
08830-000-000-1,08830-000-000,2019,01206 NW 31ST  AVE,29.680892,-82.336933,POINT (-82.336933 29.680892),GAINESVILLE,FL,32609,4,3,2,4,766
06463-003-000-1,06463-003-000,2019,02851 W UNIVERSITY  AVE,29.652267,-82.36641,POINT (-82.36641 29.652267000000002),GAINESVILLE,FL,32607,7,16,3,6,768
06391-021-000-1,06391-021-000,2019,01919 NW 39TH  DR,29.670776,-82.384201,POINT (-82.384201 29.670776),GAINESVILLE,FL,32605,5,35,3,6,770
07943-000-000-1,07943-000-000,2019,04138 NW 13TH  TER,29.691288,-82.340177,POINT (-82.340177 29.691288),GAINESVILLE,FL,32605,5,9,2,4,766
07943-000-000-2,07943-000-000,2019,04138 NW 13TH  TER,29.691288,-82.340177,POINT (-82.340177 29.691288),GAINESVILLE,FL,32605,5,9,2,4,766
07943-000-000-3,07943-000-000,2019,04138 NW 13TH  TER,29.691288,-82.340177,POINT (-82.340177 29.691288),GAINESVILLE,FL,32605,5,9,2,4,766
06579-055-109-1,06579-055-109,2019,04937 NW 1ST  PL,29.653041,-82.39619,POINT (-82.39619 29.653041),GAINESVILLE,FL,32607,7,33,3,6,768
07915-010-012-1,07915-010-012,2019,02235 NW 42ND  AVE,29.692204,-82.354536,POINT (-82.354536 29.692203999999997),GAINESVILLE,FL,32605,5,18,2,7,770
06095-007-005-1,06095-007-005,2019,03120 NW 31ST  BLVD,29.68209,-82.370191,POINT (-82.370191 29.68209),GAINESVILLE,FL,32605,5,8,2,7,770
12573-000-000-1,12573-000-000,2019,00430 NE 10TH  ST,29.655359,-82.3132,POINT (-82.3132 29.655359),GAINESVILLE,FL,32601,1,13,4,2,772
06579-052-018-1,06579-052-018,2019,00554 NW 50TH  BLVD,29.657392,-82.396442,POINT (-82.396442 29.657391999999998),GAINESVILLE,FL,32607,7,33,3,6,768
15700-012-000-1,15700-012-000,2014,03309 SW 1ST  WAY,29.621861,-82.328651,POINT (-82.328651 29.621861000000003),GAINESVILLE,FL,32601,1,15,1,1,772
06091-020-069-1,06091-020-069,2019,02548 NW 33RD  PL,29.683796,-82.35955,POINT (-82.35955000000001 29.683796),GAINESVILLE,FL,32605,5,18,2,7,770
11498-000-000-1,11498-000-000,2019,01409 NE 3RD  AVE,29.653784,-82.306858,POINT (-82.306858 29.653784),GAINESVILLE,FL,32641,9,14,1,2,1082
12272-000-000-1,12272-000-000,2019,722 NE 4TH  ST,29.658781,-82.321631,POINT (-82.321631 29.658781),GAINESVILLE,FL,32601,1,13,4,1,772
12272-000-000-2,12272-000-000,2019,722 NE 4TH  ST,29.658781,-82.321631,POINT (-82.321631 29.658781),GAINESVILLE,FL,32601,1,13,4,1,772
12272-000-000-3,12272-000-000,2019,722 NE 4TH  ST,29.658781,-82.321631,POINT (-82.321631 29.658781),GAINESVILLE,FL,32601,1,13,4,1,772
12272-000-000-4,12272-000-000,2019,722 NE 4TH  ST,29.658781,-82.321631,POINT (-82.321631 29.658781),GAINESVILLE,FL,32601,1,13,4,1,772
12272-000-000-5,12272-000-000,2019,722 NE 4TH  ST,29.658781,-82.321631,POINT (-82.321631 29.658781),GAINESVILLE,FL,32601,1,13,4,1,772
12272-000-000-6,12272-000-000,2019,722 NE 4TH  ST,29.658781,-82.321631,POINT (-82.321631 29.658781),GAINESVILLE,FL,32601,1,13,4,1,772
06091-100-059-1,06091-100-059,2019,03853 NW 26TH  ST,29.688154,-82.36034,POINT (-82.36034 29.688154),GAINESVILLE,FL,32605,5,18,2,7,770
08257-003-000-1,08257-003-000,2019,00532 NW 32ND  AVE,29.682135,-82.330257,POINT (-82.330257 29.682135),GAINESVILLE,FL,32609,4,3,2,4,766
16116-089-000-1,16116-089-000,2019,01040 SE 18TH  TER,29.641561,-82.301119,POINT (-82.301119 29.641561000000003),GAINESVILLE,FL,32641,9,5,1,2,1082
06528-043-000-1,06528-043-000,2019,03858 SW 2ND  AVE,29.650477,-82.382829,POINT (-82.382829 29.650477),GAINESVILLE,FL,32607,7,33,3,6,768
06484-052-000-1,06484-052-000,2019,00414 NW 36TH  ST,29.654983,-82.376656,POINT (-82.376656 29.654983),GAINESVILLE,FL,32607,7,27,3,6,768
09018-112-000-1,09018-112-000,2019,02206 NW 19TH  LN,29.670479,-82.352219,POINT (-82.352219 29.670479000000004),GAINESVILLE,FL,32605,5,8,2,4,770
06482-002-000-1,06482-002-000,2019,03416 NW 7TH  AVE,29.657899,-82.373,POINT (-82.373 29.657899),GAINESVILLE,FL,32607,7,27,3,6,768
12664-000-000-1,12664-000-000,2019,01140 SE 7TH  AVE,29.645779,-82.310989,POINT (-82.310989 29.645779),GAINESVILLE,FL,32641,9,5,1,1,1082
11106-000-000-1,11106-000-000,2019,01700 NE 5TH  AVE,29.65551,-82.302844,POINT (-82.302844 29.65551),GAINESVILLE,FL,32641,9,14,1,2,1082
11839-000-000-1,11839-000-000,2019,00511 SE 12TH  ST,29.646636,-82.310588,POINT (-82.310588 29.646636),GAINESVILLE,FL,32641,9,5,1,1,1082
15774-000-000-1,15774-000-000,2019,01026 SE 9TH  AVE,29.643411,-82.312763,POINT (-82.312763 29.643411000000004),GAINESVILLE,FL,32601,1,5,1,1,772
08197-003-064-1,08197-003-064,2019,02922 NE 16TH  TER,29.679731,-82.303897,POINT (-82.303897 29.679731000000004),GAINESVILLE,FL,32609,4,12,1,2,766
08197-007-056-1,08197-007-056,2019,02912 NE 19TH  ST,29.679663,-82.299739,POINT (-82.299739 29.679663),GAINESVILLE,FL,32609,4,12,1,2,766
08197-003-039-1,08197-003-039,2019,02830 NE 16TH  DR,29.678666,-82.304768,POINT (-82.304768 29.678665999999996),GAINESVILLE,FL,32609,4,12,1,2,766
08554-030-000-1,08554-030-000,2019,01115 NW 36TH  AVE,29.68574,-82.336226,POINT (-82.336226 29.68574),GAINESVILLE,FL,32609,4,3,2,4,766
06449-041-000-1,06449-041-000,2019,00380 NW 27TH  TER,29.654649,-82.363654,POINT (-82.363654 29.654649),GAINESVILLE,FL,32607,7,16,3,6,768
06014-021-003-1,06014-021-003,2019,05621 NW 30TH  TER,29.706404,-82.367178,POINT (-82.36717800000001 29.706404000000003),GAINESVILLE,FL,32653,10,37,2,7,1079
06390-003-000-1,06390-003-000,2019,01826 NW 38TH  ST,29.669438,-82.380713,POINT (-82.380713 29.669437999999996),GAINESVILLE,FL,32605,5,35,3,6,770
06398-025-000-1,06398-025-000,2019,03855 NW 15TH  AVE,29.666242,-82.382556,POINT (-82.382556 29.666242),GAINESVILLE,FL,32605,5,35,3,6,770
06481-025-000-1,06481-025-000,2019,00310 NW 34TH  DR,29.654316,-82.374039,POINT (-82.374039 29.654315999999998),GAINESVILLE,FL,32607,7,27,3,6,768
06575-013-060-1,06575-013-060,2019,00360 NW 48TH  BLVD,29.656182,-82.394845,POINT (-82.394845 29.656182000000005),GAINESVILLE,FL,32607,7,33,3,6,768
06006-065-105-1,06006-065-105,2019,04701 NW 78TH  RD,29.726285,-82.3936,POINT (-82.3936 29.726285),GAINESVILLE,FL,32653,10,40,2,5,1079
06377-010-019-1,06377-010-019,2019,04910 NW 10TH  PL,29.661916,-82.39621,POINT (-82.39621 29.661915999999998),GAINESVILLE,FL,32605,5,35,3,6,770
06076-053-034-1,06076-053-034,2019,02488 FOREST  WAY,29.694765,-82.358438,POINT (-82.358438 29.694765000000004),GAINESVILLE,FL,32605,5,18,2,7,770
06384-007-000-1,06384-007-000,2019,00923 NW 39TH  DR,29.66109,-82.38362,POINT (-82.38362 29.66109),GAINESVILLE,FL,32605,5,35,3,6,770
06083-010-076-1,06083-010-076,2019,03315 NW 45TH  AVE,29.69594,-82.371393,POINT (-82.371393 29.69594),GAINESVILLE,FL,32605,5,18,2,7,770
06083-002-004-1,06083-002-004,2019,05100 NW 29TH  ST,29.701347,-82.365156,POINT (-82.365156 29.701347),GAINESVILLE,FL,32605,5,18,2,7,770
09404-000-000-1,09404-000-000,2019,01119 NW 11TH  AVE,29.66204,-82.336738,POINT (-82.336738 29.66204),GAINESVILLE,FL,32601,1,2,4,4,772
06082-010-045-1,06082-010-045,2019,04312 NW 29TH  TER,29.69371,-82.366873,POINT (-82.366873 29.69371),GAINESVILLE,FL,32605,5,18,2,7,770
12422-000-000-1,12422-000-000,2019,00818 NE 7TH  PL,29.658591,-82.315275,POINT (-82.315275 29.658591),GAINESVILLE,FL,32601,1,13,4,2,772
10620-021-000-1,10620-021-000,2014,01322 NE 17TH  AVE,29.667645,-82.307722,POINT (-82.307722 29.667645),GAINESVILLE,FL,32609,4,12,1,2,766
15997-014-000-1,15997-014-000,2019,02409 SE 12TH  ST,29.62996,-82.310451,POINT (-82.310451 29.629960000000004),GAINESVILLE,FL,32641,9,5,1,1,1082
14239-000-000-1,14239-000-000,2019,00212 NW 4TH  PL,29.655314,-82.327133,POINT (-82.327133 29.655314),GAINESVILLE,FL,32601,1,1,1,1,772
09833-000-000-1,09833-000-000,2019,00302 NW 14TH  AVE,29.664795,-82.327765,POINT (-82.327765 29.664795),GAINESVILLE,FL,32601,1,2,4,1,772
09833-000-000-2,09833-000-000,2019,00302 NW 14TH  AVE,29.664795,-82.327765,POINT (-82.327765 29.664795),GAINESVILLE,FL,32601,1,2,4,1,772
08471-000-000-1,08471-000-000,2019,00510 NW 27TH  AVE,29.677226,-82.329441,POINT (-82.329441 29.677226000000005),GAINESVILLE,FL,32609,4,3,2,4,766
06527-031-000-1,06527-031-000,2019,00215 SW 40TH  TER,29.650119,-82.386035,POINT (-82.386035 29.650119),GAINESVILLE,FL,32607,7,33,3,6,768
06483-014-000-1,06483-014-000,2019,00505 NW 34TH  ST,29.655432,-82.372411,POINT (-82.372411 29.655432000000005),GAINESVILLE,FL,32607,7,27,3,6,768
06483-008-000-1,06483-008-000,2019,00617 NW 34TH  ST,29.657014,-82.372401,POINT (-82.372401 29.657014),GAINESVILLE,FL,32607,7,16,3,6,768
06091-100-016-1,06091-100-016,2014,03765 NW 27TH  ST,29.687414,-82.362167,POINT (-82.362167 29.687414),GAINESVILLE,FL,32605,5,18,2,7,770
10519-010-000-1,10519-010-000,2014,00930 NE 14TH  AVE,29.664669,-82.31383,POINT (-82.31383 29.664669),GAINESVILLE,FL,32601,1,13,4,2,772
06487-030-000-1,06487-030-000,2019,03745 NW 7TH  PL,29.658778,-82.380193,POINT (-82.380193 29.658778),GAINESVILLE,FL,32607,7,27,3,6,768
05977-223-000-1,05977-223-000,2019,8857 NW 40TH  CIR,,,,GAINESVILLE,FL,32653,,,,,
06014-026-067-1,06014-026-067,2019,06510 NW 28TH  TER,29.714309,-82.364581,POINT (-82.364581 29.714309),GAINESVILLE,FL,32653,10,37,2,7,1079
08549-000-000-1,08549-000-000,2019,00816 NW 32ND  PL,29.68257,-82.333352,POINT (-82.333352 29.682570000000002),GAINESVILLE,FL,32609,4,3,2,4,766
06105-095-000-1,06105-095-000,2014,02716 NW 37TH  TER,29.678163,-82.379298,POINT (-82.37929800000002 29.678162999999998),GAINESVILLE,FL,32605,5,8,3,7,770
15808-001-000-1,15808-001-000,2019,00935 SE 11TH  ST,29.642357,-82.31146,POINT (-82.31146000000001 29.642357),GAINESVILLE,FL,32641,9,5,1,1,1082
10246-001-000-1,10246-001-000,2019,02225 NE 7TH  ST,29.673596,-82.31739,POINT (-82.31739 29.673596),GAINESVILLE,FL,32609,4,12,2,2,766
12744-024-000-1,12744-024-000,2019,00522 SE 15TH  ST,29.646493,-82.30586,POINT (-82.30586 29.646493),GAINESVILLE,FL,32641,9,5,1,2,1082
11063-000-000-1,11063-000-000,2019,01632 NE 5TH  AVE,29.655509,-82.303875,POINT (-82.303875 29.655508999999995),GAINESVILLE,FL,32641,9,14,1,2,1082
16054-015-000-1,16054-015-000,2019,00871 SE 23RD  ST,29.643689,-82.294426,POINT (-82.294426 29.643689000000002),GAINESVILLE,FL,32641,9,5,1,2,1082
12582-002-000-1,12582-002-000,2019,00728 NE 6TH  PL,29.657264,-82.316584,POINT (-82.316584 29.657264),GAINESVILLE,FL,32601,1,13,4,2,772
08202-003-000-1,08202-003-000,2019,01117 NE 31ST  AVE,29.681422,-82.311489,POINT (-82.311489 29.681422000000005),GAINESVILLE,FL,32609,4,12,1,2,766
10856-037-000-1,10856-037-000,2019,00814 NE 24TH  ST,29.65984,-82.293684,POINT (-82.293684 29.659839999999996),GAINESVILLE,FL,32641,9,14,1,2,1082
11466-000-000-1,11466-000-000,2019,00310 NE 18TH  ST,29.654083,-82.301658,POINT (-82.301658 29.654083),GAINESVILLE,FL,32641,9,14,1,2,1082
