state,county,geoid,lives
FL,Duval,12031013906,49.9
FL,Duval,12031014001,38.8
FL,Duval,12031014002,44.5
FL,Duval,12031014101,42.5
FL,Duval,12031014102,37.4
FL,Duval,12031014202,35.8
FL,Duval,12031014203,41.1
FL,Duval,12031014204,40.8
FL,Duval,12031014311,34.7
FL,Duval,12031014312,30.7
FL,Duval,12031014326,37.5
FL,Duval,12031014328,35.8
FL,Duval,12031014329,36.4
FL,Duval,12031014330,48
FL,Duval,12031014331,36
FL,Duval,12031014332,34.1
FL,Duval,12031014333,40
FL,Duval,12031014334,38.9
FL,Duval,12031014335,35.9
FL,Duval,12031014336,34
FL,Duval,12031014337,32.8
FL,Duval,12031014338,34.8
FL,Duval,12031014401,29.8
FL,Duval,12031014404,22
FL,Duval,12031014406,38.4
FL,Duval,12031014408,39.5
FL,Duval,12031014409,33.2
FL,Duval,12031014410,37.5
FL,Duval,12031014411,31.5
FL,Duval,12031014412,34.4
FL,Duval,12031014413,37.6
FL,Duval,12031014500,37.5
FL,Duval,12031014601,46.1
FL,Duval,12031014603,34.2
FL,Duval,12031014604,29.6
FL,Duval,12031014701,30.8
FL,Duval,12031014702,37.6
FL,Duval,12031014800,25.6
FL,Duval,12031014901,38.7
FL,Duval,12031014902,33.5
FL,Duval,12031015001,37.5
FL,Duval,12031015002,38.3
FL,Duval,12031015100,35.1
FL,Duval,12031015200,32.9
FL,Duval,12031015300,42.7
FL,Duval,12031015400,36.2
FL,Duval,12031015501,39.2
FL,Duval,12031015502,26.4
FL,Duval,12031015600,41.6
FL,Duval,12031015700,36.2
FL,Duval,12031015801,40.8
FL,Duval,12031015802,31.3
FL,Duval,12031015922,31.2
FL,Duval,12031015923,30.7
FL,Duval,12031015924,45.1
FL,Duval,12031015925,28.2
FL,Duval,12031015926,32.3
FL,Duval,12031016000,43.2
FL,Duval,12031016100,35.8
FL,Duval,12031016200,39.3
FL,Duval,12031016300,35.5
FL,Duval,12031016400,42.4
FL,Duval,12031016500,48.3
FL,Duval,12031016601,32.3
FL,Duval,12031016603,45
FL,Duval,12031016604,44.1
FL,Duval,12031016711,50.8
FL,Duval,12031016722,36.9
FL,Duval,12031016724,34
FL,Duval,12031016725,32
FL,Duval,12031016726,38.9
FL,Duval,12031016727,45.4
FL,Duval,12031016728,39.7
FL,Duval,12031016729,37.1
FL,Duval,12031016801,50.1
FL,Duval,12031016803,46
FL,Duval,12031016804,47.7
FL,Duval,12031016805,38.8
FL,Duval,12031016806,36.1
FL,Duval,12031016807,36.3
FL,Duval,12031016808,36.7
FL,Duval,12031017100,39.6
FL,Duval,12031017200,42.8
FL,Duval,12031017300,35.8
FL,Duval,12031017400,33.1
FL,Escambia,12033000100,44.4
FL,Escambia,12033000300,41.1
FL,Escambia,12033000400,39.8
FL,Escambia,12033000500,42.5
FL,Escambia,12033000600,36.1
FL,Escambia,12033000800,42.9
FL,Escambia,12033000900,45.8
FL,Escambia,12033001001,45.2
FL,Escambia,12033001002,40.9
FL,Escambia,12033001101,48.5
FL,Escambia,12033001103,46.5
FL,Escambia,12033001104,42.6
FL,Escambia,12033001201,37.8
FL,Escambia,12033001202,33.7
FL,Escambia,12033001300,40.5
FL,Escambia,12033001401,21.3
FL,Escambia,12033001402,36.3
FL,Escambia,12033001500,39.2
FL,Escambia,12033001600,44.2
FL,Escambia,12033001700,27
FL,Escambia,12033001800,39
FL,Escambia,12033001900,39.2
FL,Escambia,12033002000,39.8
FL,Escambia,12033002100,33.6
FL,Escambia,12033002200,35.5
FL,Escambia,12033002300,45.8
FL,Escambia,12033002400,20.6
FL,Escambia,12033002500,50.1
FL,Escambia,12033002601,39.5
FL,Escambia,12033002602,52.4
FL,Escambia,12033002603,37.9
FL,Escambia,12033002604,45.4
FL,Escambia,12033002605,28.8
FL,Escambia,12033002701,38.5
FL,Escambia,12033002703,29.1
FL,Escambia,12033002704,36.4
FL,Escambia,12033002801,42.5
FL,Escambia,12033002802,41.3
FL,Escambia,12033002803,31.4
FL,Escambia,12033002804,21.7
FL,Escambia,12033002900,37.9
FL,Escambia,12033003000,33.5
FL,Escambia,12033003100,31.2
FL,Escambia,12033003201,40.4
FL,Escambia,12033003203,48.7
FL,Escambia,12033003204,39.8
FL,Escambia,12033003301,39.8
FL,Escambia,12033003305,41.3
FL,Escambia,12033003306,36.2
FL,Escambia,12033003307,35.4
FL,Escambia,12033003308,37.4
FL,Escambia,12033003309,38.8
FL,Escambia,12033003400,37.6
FL,Escambia,12033003503,43.4
FL,Escambia,12033003505,38.4
FL,Escambia,12033003506,36
FL,Escambia,12033003507,31.7
FL,Escambia,12033003508,31.3
FL,Escambia,12033003603,40
FL,Escambia,12033003607,22.2
FL,Escambia,12033003608,42.2
FL,Escambia,12033003609,35.4
FL,Escambia,12033003610,38.1
FL,Escambia,12033003611,44.9
FL,Escambia,12033003612,45.8
FL,Escambia,12033003613,41.5
FL,Escambia,12033003614,39.4
FL,Escambia,12033003700,36.2
FL,Escambia,12033003800,45.4
FL,Escambia,12033003900,42.4
FL,Escambia,12033004000,38
FL,Flagler,12035060103,57.5
FL,Flagler,12035060104,52.2
FL,Flagler,12035060105,59.4
FL,Flagler,12035060106,60.2
FL,Flagler,12035060107,54.9
FL,Flagler,12035060204,38.1
FL,Flagler,12035060205,46
FL,Flagler,12035060206,43.7
FL,Flagler,12035060207,48.2
FL,Flagler,12035060208,33.5
FL,Flagler,12035060209,43.6
FL,Flagler,12035060210,52.7
FL,Flagler,12035060211,53.7
FL,Flagler,12035060212,39.3
FL,Flagler,12035060213,36.5
FL,Flagler,12035060214,35.8
FL,Flagler,12035060301,60.4
FL,Flagler,12035060302,56.2
FL,Flagler,12035060303,64.7
FL,Flagler,12035060304,61.1
FL,Franklin,12037970100,40.4
FL,Franklin,12037970200,41.2
FL,Franklin,12037970302,37.6
FL,Franklin,12037970304,56.7
FL,Gadsden,12039020101,48.2
FL,Gadsden,12039020102,42.9
FL,Gadsden,12039020300,36
FL,Gadsden,12039020400,45
FL,Gadsden,12039020500,37.6
FL,Gadsden,12039020600,34.3
FL,Gadsden,12039020701,32.5
FL,Gadsden,12039020702,32
FL,Gadsden,12039020800,39.7
FL,Gilchrist,12041950100,46
FL,Gilchrist,12041950201,44.3
FL,Gilchrist,12041950202,25.2
FL,Gilchrist,12041950203,42
FL,Gilchrist,12041950204,35.2
FL,Glades,12043000100,62.5
FL,Glades,12043000200,40.3
FL,Glades,12043000300,37.7
FL,Gulf,12045960100,39.4
FL,Gulf,12045960200,48.4
FL,Gulf,12045960300,47.4
FL,Hamilton,12047960100,35.4
FL,Hamilton,12047960200,41.8
FL,Hamilton,12047960300,44.2
FL,Hardee,12049970101,35.2
FL,Hardee,12049970102,38.5
FL,Hardee,12049970201,29.6
FL,Hardee,12049970202,41.6
FL,Hardee,12049970300,29.9
FL,Hardee,12049970400,33.4
FL,Hendry,12051000100,34
FL,Hendry,12051000200,29.7
FL,Hendry,12051000300,30.6
FL,Hendry,12051000401,32.1
FL,Hendry,12051000402,35.8
FL,Hendry,12051000600,34.3
FL,Hernando,12053040101,45.2
FL,Hernando,12053040102,45.8
FL,Hernando,12053040201,48
FL,Hernando,12053040202,45.2
FL,Hernando,12053040301,47.5
FL,Hernando,12053040302,48.5
FL,Hernando,12053040303,48.9
FL,Hernando,12053040400,53.2
FL,Hernando,12053040501,43.9
FL,Hernando,12053040502,43.4
FL,Hernando,12053040601,46
FL,Hernando,12053040602,44.6
FL,Hernando,12053040701,38.8
FL,Hernando,12053040702,47
FL,Hernando,12053040801,63.5
FL,Hernando,12053040802,66.3
FL,Hernando,12053040901,48.1
FL,Hernando,12053040905,58.9
FL,Hernando,12053040906,39.4
FL,Hernando,12053040907,46.2
FL,Hernando,12053040908,41.4
FL,Hernando,12053040909,46.7
FL,Hernando,12053040910,42.5
FL,Hernando,12053040911,36.1
FL,Hernando,12053041003,41.6
FL,Hernando,12053041004,40.3
FL,Hernando,12053041005,40.6
FL,Hernando,12053041006,40.7
FL,Hernando,12053041103,46
FL,Hernando,12053041104,49
FL,Hernando,12053041105,42.2
FL,Hernando,12053041106,44.4
FL,Hernando,12053041201,48.2
FL,Hernando,12053041203,49.8
FL,Hernando,12053041204,46.3
FL,Hernando,12053041302,40.3
FL,Hernando,12053041303,75
FL,Hernando,12053041304,75.8
FL,Hernando,12053041305,74.7
FL,Hernando,12053041401,39.8
FL,Hernando,12053041402,46.6
FL,Hernando,12053041501,53.9
FL,Hernando,12053041502,54.9
FL,Hernando,12053041600,61.6
FL,Highlands,12055960101,64.2
FL,Highlands,12055960102,46.5
FL,Highlands,12055960103,50.4
FL,Highlands,12055960200,47.6
FL,Highlands,12055960300,32.2
FL,Highlands,12055960400,44.7
FL,Highlands,12055960501,63.1
FL,Highlands,12055960502,62.5
FL,Highlands,12055960601,47.2
FL,Highlands,12055960602,63.2
FL,Highlands,12055960700,54.3
FL,Highlands,12055960800,37.4
FL,Highlands,12055960900,43.1
FL,Highlands,12055961000,55.1
FL,Highlands,12055961100,52.2
FL,Highlands,12055961200,48.5
FL,Highlands,12055961301,47.6
FL,Highlands,12055961302,65.1
FL,Highlands,12055961400,58.1
FL,Highlands,12055961500,54.9
FL,Highlands,12055961601,54.7
FL,Highlands,12055961602,51.3
FL,Highlands,12055961603,44.7
FL,Highlands,12055961700,46.2
FL,Highlands,12055980000,48.7
FL,Highlands,12055980200,40.5
FL,Hillsborough,12057000101,22.5
FL,Hillsborough,12057000102,34
FL,Hillsborough,12057000201,33.8
FL,Hillsborough,12057000202,30.2
FL,Hillsborough,12057000300,32.4
FL,Hillsborough,12057000401,36
FL,Hillsborough,12057000402,42.5
FL,Hillsborough,12057000500,42.6
FL,Hillsborough,12057000601,33.9
FL,Hillsborough,12057000602,35.8
FL,Hillsborough,12057000700,29
FL,Hillsborough,12057000800,33.7
FL,Hillsborough,12057000901,31.6
FL,Hillsborough,12057000902,30.8
FL,Hillsborough,12057001001,29.1
FL,Hillsborough,12057001002,35.6
FL,Hillsborough,12057001100,38.2
FL,Hillsborough,12057001200,32.3
FL,Hillsborough,12057001300,42.1
FL,Hillsborough,12057001400,38.3
FL,Hillsborough,12057001500,40.1
FL,Hillsborough,12057001600,36.7
FL,Hillsborough,12057001700,37.9
FL,Hillsborough,12057001800,29.3
FL,Hillsborough,12057001900,32.9
FL,Hillsborough,12057002000,37.1
FL,Hillsborough,12057002100,36.8
FL,Hillsborough,12057002200,38.5
FL,Hillsborough,12057002300,34.6
FL,Hillsborough,12057002400,40.7
FL,Hillsborough,12057002500,37.4
FL,Hillsborough,12057002600,27.7
FL,Hillsborough,12057002700,43.3
FL,Hillsborough,12057002800,43.1
FL,Hillsborough,12057002900,37.5
FL,Hillsborough,12057003000,25.7
FL,Hillsborough,12057003100,31.9
FL,Hillsborough,12057003200,38.4
FL,Hillsborough,12057003300,33.5
FL,Hillsborough,12057003400,28.2
FL,Hillsborough,12057003500,36
FL,Hillsborough,12057003600,30.9
FL,Hillsborough,12057003700,31
FL,Hillsborough,12057003800,40.2
FL,Hillsborough,12057003900,34
FL,Hillsborough,12057004000,61.8
FL,Hillsborough,12057004100,35.7
FL,Hillsborough,12057004200,40.4
FL,Hillsborough,12057004300,21.3
FL,Hillsborough,12057004400,35.8
FL,Hillsborough,12057004500,38.6
FL,Hillsborough,12057004600,33.3
FL,Hillsborough,12057004700,43.4
FL,Hillsborough,12057004800,41.2
FL,Hillsborough,12057004900,30.8
FL,Hillsborough,12057005000,20.8
FL,Hillsborough,12057005101,35.4
FL,Hillsborough,12057005102,35.9
FL,Hillsborough,12057005301,30.1
FL,Hillsborough,12057005302,37.1
FL,Hillsborough,12057005401,43.5
FL,Hillsborough,12057005500,35.9
FL,Hillsborough,12057005700,35.2
FL,Hillsborough,12057005800,41.4
FL,Hillsborough,12057005900,43.3
FL,Hillsborough,12057006000,38.5
FL,Hillsborough,12057006101,39.6
FL,Hillsborough,12057006103,51.4
FL,Hillsborough,12057006200,37.5
FL,Hillsborough,12057006300,39.3
FL,Hillsborough,12057006400,42.8
FL,Hillsborough,12057006501,42.9
FL,Hillsborough,12057006502,41.5
FL,Hillsborough,12057006600,42.3
FL,Hillsborough,12057006700,41.8
FL,Hillsborough,12057006801,39.4
FL,Hillsborough,12057006802,43.1
FL,Hillsborough,12057006900,39.5
FL,Hillsborough,12057007001,39
FL,Hillsborough,12057007002,27.1
FL,Hillsborough,12057007102,29.5
FL,Hillsborough,12057007103,38.8
FL,Hillsborough,12057007200,35.8
FL,Hillsborough,12057007300,22.3
FL,Hillsborough,12057010103,41.3
FL,Hillsborough,12057010105,38
FL,Hillsborough,12057010106,38.8
FL,Hillsborough,12057010107,59.5
FL,Hillsborough,12057010108,43.4
FL,Hillsborough,12057010203,36.5
FL,Hillsborough,12057010204,31
FL,Hillsborough,12057010205,35.7
FL,Hillsborough,12057010209,31.1
FL,Hillsborough,12057010210,30
FL,Hillsborough,12057010211,35.7
FL,Hillsborough,12057010212,37.5
FL,Hillsborough,12057010213,43.6
FL,Hillsborough,12057010214,49.2
FL,Hillsborough,12057010303,40.2
FL,Hillsborough,12057010304,42.3
FL,Hillsborough,12057010305,40.4
FL,Hillsborough,12057010401,31.5
FL,Hillsborough,12057010402,29.3
FL,Hillsborough,12057010501,32.5
FL,Hillsborough,12057010502,34.9
FL,Hillsborough,12057010600,37.5
FL,Hillsborough,12057010701,39
FL,Hillsborough,12057010702,38.4
FL,Hillsborough,12057010805,26.3
FL,Hillsborough,12057010808,25.1
FL,Hillsborough,12057010809,25.5
FL,Hillsborough,12057010810,28
FL,Hillsborough,12057010811,30.3
FL,Hillsborough,12057010812,24.4
FL,Hillsborough,12057010813,23.8
FL,Hillsborough,12057010814,36.6
FL,Hillsborough,12057010815,28.8
FL,Hillsborough,12057010816,28.2
FL,Hillsborough,12057010817,30
FL,Hillsborough,12057010818,30.2
FL,Hillsborough,12057010900,19.6
FL,Hillsborough,12057011003,36.3
FL,Hillsborough,12057011005,43.3
FL,Hillsborough,12057011006,41.8
FL,Hillsborough,12057011007,45.6
FL,Hillsborough,12057011008,29.8
FL,Hillsborough,12057011010,25.6
FL,Hillsborough,12057011012,34.6
FL,Hillsborough,12057011013,31
FL,Hillsborough,12057011014,26.6
FL,Hillsborough,12057011015,27.7
FL,Hillsborough,12057011016,32.1
FL,Hillsborough,12057011103,44.5
FL,Hillsborough,12057011106,37
FL,Hillsborough,12057011107,41.7
FL,Hillsborough,12057011108,59.9
FL,Hillsborough,12057011109,46.7
FL,Hillsborough,12057011203,39.2
FL,Hillsborough,12057011204,43.9
FL,Hillsborough,12057011205,45.1
FL,Hillsborough,12057011206,44.7
FL,Hillsborough,12057011301,47.1
FL,Hillsborough,12057011303,42.4
FL,Hillsborough,12057011304,42.8
FL,Hillsborough,12057011407,50.9
FL,Hillsborough,12057011408,39
FL,Hillsborough,12057011409,46.8
FL,Hillsborough,12057011410,42.4
FL,Hillsborough,12057011411,37.9
FL,Hillsborough,12057011412,37.9
FL,Hillsborough,12057011413,38.5
FL,Hillsborough,12057011414,32.6
FL,Hillsborough,12057011415,37.5
FL,Hillsborough,12057011416,36.1
FL,Hillsborough,12057011417,35.7
FL,Hillsborough,12057011418,49
FL,Hillsborough,12057011504,48.9
FL,Hillsborough,12057011506,36
FL,Hillsborough,12057011507,37.4
FL,Hillsborough,12057011509,42.2
FL,Hillsborough,12057011510,36.7
FL,Hillsborough,12057011512,42.2
FL,Hillsborough,12057011514,41.1
FL,Hillsborough,12057011515,42.4
FL,Hillsborough,12057011516,42.1
FL,Hillsborough,12057011517,38.5
FL,Hillsborough,12057011518,44.5
FL,Hillsborough,12057011519,41.1
FL,Hillsborough,12057011520,35.5
FL,Hillsborough,12057011521,36.8
FL,Hillsborough,12057011522,42.8
FL,Hillsborough,12057011523,40.4
FL,Hillsborough,12057011524,35
FL,Hillsborough,12057011603,39.8
FL,Hillsborough,12057011605,36.3
FL,Hillsborough,12057011606,37.2
FL,Hillsborough,12057011607,41.8
FL,Hillsborough,12057011608,40.2
FL,Hillsborough,12057011610,40.6
FL,Hillsborough,12057011611,37.2
FL,Hillsborough,12057011612,39
FL,Hillsborough,12057011613,40.6
FL,Hillsborough,12057011614,34.4
FL,Hillsborough,12057011615,32.5
FL,Hillsborough,12057011706,32.2
FL,Hillsborough,12057011708,32.2
FL,Hillsborough,12057011709,34.3
FL,Hillsborough,12057011710,34
FL,Hillsborough,12057011712,38.8
FL,Hillsborough,12057011802,41.2
FL,Hillsborough,12057011803,31.7
FL,Hillsborough,12057011804,36.6
FL,Hillsborough,12057011901,30.3
FL,Hillsborough,12057011902,36.8
FL,Hillsborough,12057011904,28.5
FL,Hillsborough,12057011905,37.8
FL,Hillsborough,12057011906,34.5
FL,Hillsborough,12057012001,39.6
FL,Hillsborough,12057012002,33
FL,Hillsborough,12057012103,30.7
FL,Hillsborough,12057012104,32.6
FL,Hillsborough,12057012106,39.5
FL,Hillsborough,12057012107,32.1
FL,Hillsborough,12057012108,36.9
FL,Hillsborough,12057012206,39
FL,Hillsborough,12057012207,38.7
FL,Hillsborough,12057012208,39.1
FL,Hillsborough,12057012209,34.5
FL,Hillsborough,12057012210,39.1
FL,Hillsborough,12057012211,29.7
FL,Hillsborough,12057012212,26.4
FL,Hillsborough,12057012213,38.4
FL,Hillsborough,12057012301,40
FL,Hillsborough,12057012303,38.8
FL,Hillsborough,12057012304,34.6
FL,Hillsborough,12057012401,32.6
FL,Hillsborough,12057012402,28.6
FL,Hillsborough,12057012403,30.6
FL,Hillsborough,12057012501,37.8
FL,Hillsborough,12057012503,42.1
FL,Hillsborough,12057012504,41.2
FL,Hillsborough,12057012600,32.6
FL,Hillsborough,12057012701,29.9
FL,Hillsborough,12057012702,35.8
FL,Hillsborough,12057012800,34.7
FL,Hillsborough,12057012900,30.4
FL,Hillsborough,12057013001,31
FL,Hillsborough,12057013002,31.1
FL,Hillsborough,12057013003,29.5
FL,Hillsborough,12057013004,32
FL,Hillsborough,12057013100,38.1
FL,Hillsborough,12057013203,40.4
FL,Hillsborough,12057013204,50.5
FL,Hillsborough,12057013205,38.3
FL,Hillsborough,12057013206,41.1
FL,Hillsborough,12057013207,39.1
FL,Hillsborough,12057013208,44.8
FL,Hillsborough,12057013305,43
FL,Hillsborough,12057013307,32.2
FL,Hillsborough,12057013310,38.6
FL,Hillsborough,12057013311,38.4
FL,Hillsborough,12057013312,38.6
FL,Hillsborough,12057013313,43.4
FL,Hillsborough,12057013314,39.9
FL,Hillsborough,12057013315,28.9
FL,Hillsborough,12057013316,26.4
FL,Hillsborough,12057013317,29.1
FL,Hillsborough,12057013318,29.2
FL,Hillsborough,12057013319,31.5
FL,Hillsborough,12057013320,31.6
FL,Hillsborough,12057013321,34.9
FL,Hillsborough,12057013322,33.3
FL,Hillsborough,12057013406,41.3
FL,Hillsborough,12057013407,41.2
FL,Hillsborough,12057013409,38.3
FL,Hillsborough,12057013410,32.5
FL,Hillsborough,12057013411,45.5
FL,Hillsborough,12057013412,40.5
FL,Hillsborough,12057013413,44.6
FL,Hillsborough,12057013414,42.2
FL,Hillsborough,12057013415,39.9
FL,Hillsborough,12057013501,34.2
FL,Hillsborough,12057013503,35.3
FL,Hillsborough,12057013504,38.5
FL,Hillsborough,12057013505,31.6
FL,Hillsborough,12057013602,35
FL,Hillsborough,12057013604,37.5
FL,Hillsborough,12057013702,34.7
FL,Hillsborough,12057013703,30.6
FL,Hillsborough,12057013704,33.1
FL,Hillsborough,12057013801,30.6
FL,Hillsborough,12057013802,34.6
FL,Hillsborough,12057013803,35.5
FL,Hillsborough,12057013804,29.4
FL,Hillsborough,12057013806,34.9
FL,Hillsborough,12057013807,31.7
FL,Hillsborough,12057013903,38.6
FL,Hillsborough,12057013907,38.9
FL,Hillsborough,12057013908,34.7
FL,Hillsborough,12057013912,34.8
FL,Hillsborough,12057013913,27.5
FL,Hillsborough,12057013914,25.1
FL,Hillsborough,12057013915,33
FL,Hillsborough,12057013916,31.8
FL,Hillsborough,12057013917,32.4
FL,Hillsborough,12057013918,39.5
FL,Hillsborough,12057013919,35.9
FL,Hillsborough,12057013920,34.7
FL,Hillsborough,12057013921,40.8
FL,Hillsborough,12057013922,32.3
FL,Hillsborough,12057013923,33.5
FL,Hillsborough,12057014002,57
FL,Hillsborough,12057014003,53.9
FL,Hillsborough,12057014007,27.5
FL,Hillsborough,12057014008,75.3
FL,Hillsborough,12057014009,80.5
FL,Hillsborough,12057014010,72.7
FL,Hillsborough,12057014011,76.3
FL,Hillsborough,12057014012,73.8
FL,Hillsborough,12057014013,32.7
FL,Hillsborough,12057014014,79.9
FL,Hillsborough,12057014015,70.5
FL,Hillsborough,12057014016,72
FL,Hillsborough,12057014104,59
FL,Hillsborough,12057014106,46.5
FL,Hillsborough,12057014108,33.5
FL,Hillsborough,12057014109,31.3
FL,Hillsborough,12057014117,51.7
FL,Hillsborough,12057014118,53
FL,Hillsborough,12057014119,31.5
FL,Hillsborough,12057014121,36.7
FL,Hillsborough,12057014122,28.1
FL,Hillsborough,12057980300,28.5
FL,Hillsborough,12057980400,42.5
FL,Hillsborough,12057980500,18.5
FL,Hillsborough,12057980700,14.5
FL,Holmes,12059960100,41.9
FL,Holmes,12059960200,43.3
FL,Holmes,12059960300,44.7
FL,Holmes,12059960400,38.2
FL,Indian River,12061050100,42.6
FL,Indian River,12061050200,41.6
FL,Indian River,12061050301,64.3
FL,Indian River,12061050302,37
FL,Indian River,12061050401,44.3
FL,Indian River,12061050402,56.2
FL,Indian River,12061050501,68.4
FL,Indian River,12061050503,61.9
FL,Indian River,12061050504,61.6
FL,Indian River,12061050505,66.1
FL,Indian River,12061050601,58.8
FL,Indian River,12061050602,43.4
FL,Indian River,12061050603,43
FL,Indian River,12061050604,74.6
FL,Indian River,12061050605,67.9
FL,Indian River,12061050606,34.2
FL,Indian River,12061050702,46.5
FL,Indian River,12061050703,44.7
FL,Indian River,12061050704,51.7
FL,Indian River,12061050705,68.6
FL,Indian River,12061050802,48.2
FL,Indian River,12061050804,45.1
FL,Indian River,12061050805,58.5
FL,Indian River,12061050806,51.7
FL,Indian River,12061050807,52.9
FL,Indian River,12061050808,52.7
FL,Indian River,12061050902,60.3
FL,Indian River,12061050903,35.6
FL,Indian River,12061050904,29.7
FL,Jackson,12063210100,39.9
FL,Jackson,12063210200,45.2
FL,Jackson,12063210300,39.6
FL,Jackson,12063210400,39
FL,Jackson,12063210500,42.3
FL,Jackson,12063210600,36
FL,Jackson,12063210700,45.8
FL,Jackson,12063210800,39.7
FL,Jackson,12063210900,40.2
FL,Jackson,12063211000,40.2
FL,Jackson,12063211100,45.7
FL,Jefferson,12065250101,41.5
FL,Jefferson,12065250102,47.6
FL,Jefferson,12065250200,45.7
FL,Lafayette,12067960100,34.4
FL,Lafayette,12067960200,37.7
FL,Lake,12069030102,49.4
FL,Lake,12069030104,53
FL,Lake,12069030105,44.2
FL,Lake,12069030106,43.6
FL,Lake,12069030107,43.4
FL,Lake,12069030108,41.3
FL,Lake,12069030203,50.3
FL,Lake,12069030204,38.9
FL,Lake,12069030206,35.5
FL,Lake,12069030207,49.8
FL,Lake,12069030208,39.5
FL,Lake,12069030209,48
FL,Lake,12069030302,58.1
FL,Lake,12069030305,62
FL,Lake,12069030306,60.4
FL,Lake,12069030307,56.2
FL,Lake,12069030308,55.2
FL,Lake,12069030405,38.4
FL,Lake,12069030406,53.9
FL,Lake,12069030407,34
FL,Lake,12069030408,70
FL,Lake,12069030409,73.6
FL,Lake,12069030410,48.3
FL,Lake,12069030411,56
FL,Lake,12069030502,43.5
FL,Lake,12069030503,30.1
FL,Lake,12069030504,48.9
FL,Lake,12069030601,50.6
FL,Lake,12069030602,34.2
FL,Lake,12069030701,61.3
FL,Lake,12069030702,34.5
FL,Lake,12069030803,50.9
FL,Lake,12069030804,45.7
FL,Lake,12069030805,42.1
FL,Lake,12069030806,63
FL,Lake,12069030807,49
FL,Lake,12069030902,40.3
FL,Lake,12069030912,43.2
FL,Lake,12069030913,67.1
FL,Lake,12069030914,40.7
FL,Lake,12069031000,50.3
FL,Lake,12069031101,67.2
FL,Lake,12069031102,68.2
FL,Lake,12069031103,46.4
FL,Lake,12069031202,39.4
FL,Lake,12069031203,56.1
FL,Lake,12069031204,40
FL,Lake,12069031205,30.6
FL,Lake,12069031301,43.5
FL,Lake,12069031305,38.2
FL,Lake,12069031306,37.7
FL,Lake,12069031307,38.1
FL,Lake,12069031308,58.2
FL,Lake,12069031309,35.8
FL,Lake,12069031310,39.7
FL,Lake,12069031311,33.6
FL,Lee,12071000301,31.1
FL,Lee,12071000302,27.4
FL,Lee,12071000401,33.2
FL,Lee,12071000402,56.8
FL,Lee,12071000502,29.5
FL,Lee,12071000503,28.9
FL,Lee,12071000504,35.3
FL,Lee,12071000600,32.5
FL,Lee,12071000700,35.3
FL,Lee,12071000800,57.6
FL,Lee,12071000900,47.8
FL,Lee,12071001000,41
FL,Lee,12071001101,35.2
FL,Lee,12071001102,35.6
FL,Lee,12071001201,30.1
FL,Lee,12071001202,42.6
FL,Lee,12071001300,47.5
FL,Lee,12071001401,30
FL,Lee,12071001402,46.9
FL,Lee,12071001501,58.3
FL,Lee,12071001502,30.4
FL,Lee,12071001601,44.6
FL,Lee,12071001602,67.6
FL,Lee,12071001701,53.6
FL,Lee,12071001703,58.6
FL,Lee,12071001705,58.9
FL,Lee,12071001706,46.9
FL,Lee,12071001707,63.2
FL,Lee,12071001801,45.8
FL,Lee,12071001802,64.8
FL,Lee,12071001903,62.7
FL,Lee,12071001906,44.5
FL,Lee,12071001907,58.7
FL,Lee,12071001908,68
FL,Lee,12071001910,71.7
FL,Lee,12071001911,66.9
FL,Lee,12071001912,69.7
FL,Lee,12071001913,67.3
FL,Lee,12071001914,54.8
FL,Lee,12071001915,81.4
FL,Lee,12071010102,46
FL,Lee,12071010103,33.5
FL,Lee,12071010104,67.2
FL,Lee,12071010105,44.7
FL,Lee,12071010201,31.8
FL,Lee,12071010203,33
FL,Lee,12071010204,44.9
FL,Lee,12071010302,39.3
FL,Lee,12071010303,46.1
FL,Lee,12071010304,45.4
FL,Lee,12071010305,50.1
FL,Lee,12071010306,38.7
FL,Lee,12071010307,42.8
FL,Lee,12071010404,38.2
FL,Lee,12071010405,43.4
FL,Lee,12071010406,49.6
FL,Lee,12071010407,52.5
FL,Lee,12071010409,38.3
FL,Lee,12071010410,41
FL,Lee,12071010411,43
FL,Lee,12071010412,45.1
FL,Lee,12071010501,45.9
FL,Lee,12071010502,52.8
FL,Lee,12071010601,50.7
FL,Lee,12071010602,52.7
FL,Lee,12071010701,57.2
FL,Lee,12071010702,63.2
FL,Lee,12071010801,55.3
FL,Lee,12071010802,51.1
FL,Lee,12071010803,55.5
FL,Lee,12071020101,68.8
FL,Lee,12071020102,64.4
FL,Lee,12071020201,51.4
FL,Lee,12071020202,44.9
FL,Lee,12071020300,43.9
FL,Lee,12071020400,53.7
FL,Lee,12071020501,68.5
FL,Lee,12071020502,58.3
FL,Lee,12071020600,52.2
FL,Lee,12071020700,49.3
FL,Lee,12071020800,64.2
FL,Lee,12071030100,48.3
FL,Lee,12071030201,58.8
FL,Lee,12071030202,44.4
FL,Lee,12071030203,39.4
FL,Lee,12071030204,47.8
FL,Lee,12071030300,49.4
FL,Lee,12071040108,49.5
FL,Lee,12071040109,28.6
FL,Lee,12071040110,30.7
FL,Lee,12071040111,67.5
FL,Lee,12071040112,53.8
FL,Lee,12071040113,45
FL,Lee,12071040114,59.7
FL,Lee,12071040115,20.5
FL,Lee,12071040116,36.6
FL,Lee,12071040117,53.8
FL,Lee,12071040118,60.6
FL,Lee,12071040119,42.9
FL,Lee,12071040120,35.7
FL,Lee,12071040121,28.4
FL,Lee,12071040122,24.1
